forecast_origin_utc,target_time_utc,target_station_id,paired_noaa_station_id,horizon_minutes,context_features,selected_experts,expert_predictions,actual_m,error_by_expert,forecast_m,forecast_error_m,event_severity_m,missing_data_conditions,approx_compute_cost_ms,max_hohonu_input_time_utc,max_noaa_input_time_utc,result_status
2024-01-02 00:00:00+00:00,2024-01-02 06:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": -0.0665150706118012, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""falling""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": -1.0358416649499294, ""prediction_m"": -0.6258416649499292, ""status"": ""success"", ""upper_m"": -0.21584166494992918}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": 0.38327863895857217, ""prediction_m"": 0.5032786389585722, ""status"": ""success"", ""upper_m"": 0.6232786389585722}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": 0.3932786389585722, ""prediction_m"": 0.6232786389585722, ""status"": ""success"", ""upper_m"": 0.8532786389585721}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": 0.3312786389585722, ""prediction_m"": 0.6232786389585722, ""status"": ""success"", ""upper_m"": 0.9152786389585721}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": 0.20327863895857212, ""prediction_m"": 0.5032786389585722, ""status"": ""success"", ""upper_m"": 0.8032786389585722}}",0.27860650285442917,"{""local_persistence"": -0.9044481678043583, ""local_tide"": 0.224672136104143, ""noaa_residual"": 0.344672136104143, ""regional_to_local_residual"": 0.344672136104143, ""safe_fallback"": 0.224672136104143}",0.6233,0.3446934971455708,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.644,2024-01-02 00:00:00+00:00,2024-01-02 00:00:00+00:00,available
2024-01-02 02:00:00+00:00,2024-01-02 08:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": 0.1093246584878282, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""falling""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": 0.5331781722048815, ""prediction_m"": 0.9431781722048815, ""status"": ""success"", ""upper_m"": 1.3531781722048817}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": -0.13464836709133504, ""prediction_m"": -0.014648367091335046, ""status"": ""success"", ""upper_m"": 0.10535163290866495}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": -0.12464836709133506, ""prediction_m"": 0.10535163290866495, ""status"": ""success"", ""upper_m"": 0.335351632908665}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": -0.18664836709133503, ""prediction_m"": 0.10535163290866495, ""status"": ""success"", ""upper_m"": 0.39735163290866493}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.3146483670913351, ""prediction_m"": -0.014648367091335046, ""status"": ""success"", ""upper_m"": 0.285351632908665}}",-0.271590697916878,"{""local_persistence"": 1.2147688701217596, ""local_tide"": 0.25694233082554296, ""noaa_residual"": 0.37694233082554296, ""regional_to_local_residual"": 0.37694233082554296, ""safe_fallback"": 0.25694233082554296}",0.1054,0.376990697916878,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.311,2024-01-02 02:00:00+00:00,2024-01-02 02:00:00+00:00,available
2024-01-02 04:00:00+00:00,2024-01-02 10:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": 0.1824753461508756, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""falling""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": 1.2519596992273834, ""prediction_m"": 1.6619596992273835, ""status"": ""success"", ""upper_m"": 2.0719596992273837}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": -0.49346362436388624, ""prediction_m"": -0.37346362436388625, ""status"": ""success"", ""upper_m"": -0.25346362436388625}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": -0.48346362436388624, ""prediction_m"": -0.25346362436388625, ""status"": ""success"", ""upper_m"": -0.023463624363886243}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": -0.5454636243638862, ""prediction_m"": -0.25346362436388625, ""status"": ""success"", ""upper_m"": 0.03853637563611373}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.6734636243638863, ""prediction_m"": -0.37346362436388625, ""status"": ""success"", ""upper_m"": -0.0734636243638862}}",-0.5309894787245861,"{""local_persistence"": 2.1929491779519696, ""local_tide"": 0.15752585436069988, ""noaa_residual"": 0.2775258543606999, ""regional_to_local_residual"": 0.2775258543606999, ""safe_fallback"": 0.15752585436069988}",-0.2535,0.2774894787245861,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.335,2024-01-02 04:00:00+00:00,2024-01-02 04:00:00+00:00,available
2024-01-02 06:00:00+00:00,2024-01-02 12:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": 0.08422629068892519, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""rising""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": 0.37396424698798036, ""prediction_m"": 0.7839642469879804, ""status"": ""success"", ""upper_m"": 1.1939642469879805}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": -0.4175638714093948, ""prediction_m"": -0.29756387140939483, ""status"": ""success"", ""upper_m"": -0.17756387140939484}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": -0.4075638714093949, ""prediction_m"": -0.17756387140939484, ""status"": ""success"", ""upper_m"": 0.052436128590605174}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": -0.4695638714093948, ""prediction_m"": -0.17756387140939484, ""status"": ""success"", ""upper_m"": 0.11443612859060515}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.5975638714093949, ""prediction_m"": -0.29756387140939483, ""status"": ""success"", ""upper_m"": 0.0024361285906052133}}",-0.32732025855033453,"{""local_persistence"": 1.111284505538315, ""local_tide"": 0.0297563871409397, ""noaa_residual"": 0.1497563871409397, ""regional_to_local_residual"": 0.1497563871409397, ""safe_fallback"": 0.0297563871409397}",-0.1776,0.14972025855033452,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.507,2024-01-02 06:00:00+00:00,2024-01-02 06:00:00+00:00,available
2024-01-02 08:00:00+00:00,2024-01-02 14:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": -0.0931368198657984, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""rising""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": -1.2404116171116684, ""prediction_m"": -0.8304116171116684, ""status"": ""success"", ""upper_m"": -0.4204116171116684}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": -0.06216131328866438, ""prediction_m"": 0.057838686711335616, ""status"": ""success"", ""upper_m"": 0.17783868671133563}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": -0.052161313288664385, ""prediction_m"": 0.17783868671133563, ""status"": ""success"", ""upper_m"": 0.4078386867113356}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": -0.11416131328866436, ""prediction_m"": 0.17783868671133563, ""status"": ""success"", ""upper_m"": 0.4698386867113356}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.24216131328866441, ""prediction_m"": 0.057838686711335616, ""status"": ""success"", ""upper_m"": 0.3578386867113357}}",0.18380204730678026,"{""local_persistence"": -1.0142136644184487, ""local_tide"": -0.12596336059544466, ""noaa_residual"": -0.005963360595444639, ""regional_to_local_residual"": -0.005963360595444639, ""safe_fallback"": -0.12596336059544466}",0.1778,-0.0060020473067802504,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.326,2024-01-02 08:00:00+00:00,2024-01-02 08:00:00+00:00,available
2024-01-02 10:00:00+00:00,2024-01-02 16:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": -0.183016183507786, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""rising""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": -2.0390865797713023, ""prediction_m"": -1.6290865797713021, ""status"": ""success"", ""upper_m"": -1.219086579771302}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": 0.15499386367728707, ""prediction_m"": 0.27499386367728706, ""status"": ""success"", ""upper_m"": 0.39499386367728706}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": 0.16499386367728705, ""prediction_m"": 0.39499386367728706, ""status"": ""success"", ""upper_m"": 0.624993863677287}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": 0.10299386367728708, ""prediction_m"": 0.39499386367728706, ""status"": ""success"", ""upper_m"": 0.686993863677287}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.02500613632271298, ""prediction_m"": 0.27499386367728706, ""status"": ""success"", ""upper_m"": 0.5749938636772871}}",0.5579707441614252,"{""local_persistence"": -2.187057323932727, ""local_tide"": -0.28297688048413816, ""noaa_residual"": -0.16297688048413816, ""regional_to_local_residual"": -0.16297688048413816, ""safe_fallback"": -0.28297688048413816}",0.395,-0.1629707441614252,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",11.436,2024-01-02 10:00:00+00:00,2024-01-02 10:00:00+00:00,available
2024-01-02 12:00:00+00:00,2024-01-02 18:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": -0.10098779356746061, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""falling""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": -1.3432470199550983, ""prediction_m"": -0.9332470199550982, ""status"": ""success"", ""upper_m"": -0.5232470199550981}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": -0.03150616115317034, ""prediction_m"": 0.08849383884682965, ""status"": ""success"", ""upper_m"": 0.20849383884682965}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": -0.02150616115317036, ""prediction_m"": 0.20849383884682965, ""status"": ""success"", ""upper_m"": 0.4384938388468297}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": -0.08350616115317033, ""prediction_m"": 0.20849383884682965, ""status"": ""success"", ""upper_m"": 0.5004938388468296}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.2115061611531704, ""prediction_m"": 0.08849383884682965, ""status"": ""success"", ""upper_m"": 0.3884938388468297}}",0.3723432227315126,"{""local_persistence"": -1.3055902426866108, ""local_tide"": -0.28384938388468295, ""noaa_residual"": -0.16384938388468295, ""regional_to_local_residual"": -0.16384938388468295, ""safe_fallback"": -0.28384938388468295}",0.2085,-0.1638432227315126,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.695,2024-01-02 12:00:00+00:00,2024-01-02 12:00:00+00:00,available
2024-01-02 14:00:00+00:00,2024-01-02 20:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 2.3129646346357427e-18, ""recent_hohonu_trend_m_per_hour"": 0.0758987908706097, ""recent_noaa_residual_m"": 0.12000000000000001, ""tide_phase"": ""falling""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": 0.2291947925304385, ""prediction_m"": 0.6391947925304385, ""status"": ""success"", ""upper_m"": 1.0491947925304386}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": -0.4689673573626242, ""prediction_m"": -0.3489673573626242, ""status"": ""success"", ""upper_m"": -0.2289673573626242}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": -0.4589673573626242, ""prediction_m"": -0.22896735736262416, ""status"": ""success"", ""upper_m"": 0.0010326426373758468}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": -0.5209673573626241, ""prediction_m"": -0.2289673573626242, ""status"": ""success"", ""upper_m"": 0.06303264263737579}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.6489673573626242, ""prediction_m"": -0.3489673573626242, ""status"": ""success"", ""upper_m"": -0.04896735736262414}}",-0.1630276151338545,"{""local_persistence"": 0.802222407664293, ""local_tide"": -0.1859397422287697, ""noaa_residual"": -0.06593974222876967, ""regional_to_local_residual"": -0.0659397422287697, ""safe_fallback"": -0.1859397422287697}",-0.229,-0.06597238486614551,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.06,2024-01-02 14:00:00+00:00,2024-01-02 14:00:00+00:00,available
2024-01-02 16:00:00+00:00,2024-01-02 22:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": 0.1814933704810019, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""falling""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": 1.2369309670474364, ""prediction_m"": 1.6469309670474366, ""status"": ""success"", ""upper_m"": 2.0569309670474367}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": -0.7239947561577447, ""prediction_m"": -0.6039947561577447, ""status"": ""success"", ""upper_m"": -0.4839947561577447}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": -0.7139947561577447, ""prediction_m"": -0.4839947561577447, ""status"": ""success"", ""upper_m"": -0.2539947561577447}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": -0.7759947561577447, ""prediction_m"": -0.4839947561577447, ""status"": ""success"", ""upper_m"": -0.1919947561577447}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.9039947561577447, ""prediction_m"": -0.6039947561577447, ""status"": ""success"", ""upper_m"": -0.30399475615774463}}",-0.5095737236978299,"{""local_persistence"": 2.1565046907452663, ""local_tide"": -0.09442103245991473, ""noaa_residual"": 0.025578967540085262, ""regional_to_local_residual"": 0.025578967540085262, ""safe_fallback"": -0.09442103245991473}",-0.484,0.025573723697829953,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.0,2024-01-02 16:00:00+00:00,2024-01-02 16:00:00+00:00,available
2024-01-02 18:00:00+00:00,2024-01-03 00:00:00+00:00,HOHONU_TEST,NOAA_TEST,360,"{""hohonu_freshness_seconds"": 0.0, ""hohonu_qc_status"": ""pass"", ""horizon_minutes"": 360, ""noaa_freshness_seconds"": 0.0, ""noaa_qc_status"": ""verified"", ""noaa_residual_trend_m_per_hour"": 0.0, ""recent_hohonu_trend_m_per_hour"": 0.1166105802136412, ""recent_noaa_residual_m"": 0.12, ""tide_phase"": ""rising""}","[""local_tide"", ""noaa_residual""]","{""local_persistence"": {""confidence"": 0.78, ""lower_m"": 0.6620067040133598, ""prediction_m"": 1.0720067040133598, ""status"": ""success"", ""upper_m"": 1.4820067040133598}, ""local_tide"": {""confidence"": 0.75, ""lower_m"": -0.49560702392640943, ""prediction_m"": -0.37560702392640943, ""status"": ""success"", ""upper_m"": -0.25560702392640944}, ""noaa_residual"": {""confidence"": 0.76, ""lower_m"": -0.4856070239264094, ""prediction_m"": -0.25560702392640944, ""status"": ""success"", ""upper_m"": -0.025607023926409428}, ""regional_to_local_residual"": {""confidence"": 0.6719999999999999, ""lower_m"": -0.5476070239264095, ""prediction_m"": -0.25560702392640944, ""status"": ""success"", ""upper_m"": 0.036392976073590544}, ""safe_fallback"": {""confidence"": 0.526, ""lower_m"": -0.6756070239264095, ""prediction_m"": -0.37560702392640943, ""status"": ""success"", ""upper_m"": -0.07560702392640939}}",-0.41316772631905035,"{""local_persistence"": 1.4851744303324101, ""local_tide"": 0.03756070239264092, ""noaa_residual"": 0.15756070239264092, ""regional_to_local_residual"": 0.15756070239264092, ""safe_fallback"": 0.03756070239264092}",-0.2556,0.15756772631905036,0.0,"{""hohonu_qc_ok"": true, ""missing_latest_hohonu"": false, ""missing_latest_noaa"": false, ""missing_tide_prediction"": false, ""noaa_qc_ok"": true}",10.14,2024-01-02 18:00:00+00:00,2024-01-02 18:00:00+00:00,available
